# 交叉验证：ZeroWeb 同源 vs chromium Oracle（DC-14）
# dump: /home/lei/work/ZeroWeb/target/reftest-dump
# oracle: /home/lei/work/ZeroWeb/tests/wpt-runner/oracle-shots
# 阈值: chan>5, 同源通过<0.50%, Oracle不一致>1.00%

| safe_id | 判定 | z_vs_ref | z_vs_chr |
| css_css-text_line-break_line-break-anywhere-015_html | self-fail | 0.78% | 1.66% |
| css_css-text_line-break_line-break-anywhere-016_html | self-fail | 0.78% | 1.66% |
| css_css-text_line-break_line-break-anywhere-017_html | self-fail | 0.81% | 1.83% |
| css_css-text_line-break_line-break-anywhere-and-white-space-001_html | self-fail | 1.83% | 2.65% |
| css_css-text_line-break_line-break-anywhere-and-white-space-002_html | self-fail | 0.84% | 1.73% |
| css_css-text_line-break_line-break-anywhere-and-white-space-003_html | self-fail | 1.93% | 2.74% |
| css_css-text_line-break_line-break-anywhere-and-white-space-004_html | self-fail | 0.81% | 1.69% |
| css_css-text_line-break_line-break-anywhere-and-white-space-005_html | self-fail | 0.82% | 1.70% |
| css_css-text_line-break_line-break-anywhere-and-white-space-006_html | self-fail | 2.07% | 2.87% |
| css_css-text_line-break_line-break-anywhere-and-white-space-007_html | self-fail | 0.82% | 1.70% |
| css_css-text_line-break_line-break-anywhere-and-white-space-008_html | self-fail | 2.09% | 2.89% |
| css_css-text_line-break_line-break-anywhere-and-white-space-009_html | self-fail | 1.60% | 2.44% |
| css_css-text_line-break_line-break-anywhere-overrides-uax-behavior-001_html | self-fail | 2.47% | 3.31% |
| css_css-text_line-break_line-break-anywhere-overrides-uax-behavior-002_html | self-fail | 2.47% | 3.31% |
| css_css-text_line-break_line-break-anywhere-overrides-uax-behavior-003_html | self-fail | 0.82% | 1.71% |
| css_css-text_line-break_line-break-anywhere-overrides-uax-behavior-004_html | self-fail | 2.47% | 3.31% |
| css_css-text_line-break_line-break-anywhere-overrides-uax-behavior-005_html | self-fail | 2.29% | 3.12% |
| css_css-text_line-break_line-break-anywhere-overrides-uax-behavior-006_html | self-fail | 2.47% | 3.31% |
| css_css-text_line-break_line-break-anywhere-overrides-uax-behavior-007_html | self-fail | 2.00% | 2.80% |
| css_css-text_line-break_line-break-anywhere-overrides-uax-behavior-008_html | self-fail | 2.10% | 2.90% |
| css_css-text_line-break_line-break-anywhere-overrides-uax-behavior-009_html | self-fail | 2.10% | 2.90% |
| css_css-text_line-break_line-break-anywhere-overrides-uax-behavior-010_html | self-fail | 2.47% | 3.31% |
| css_css-text_line-break_line-break-anywhere-overrides-uax-behavior-011_html | self-fail | 2.10% | 2.90% |
| css_css-text_line-break_line-break-anywhere-overrides-uax-behavior-012_html | self-fail | 2.47% | 3.31% |
| css_css-text_line-break_line-break-anywhere-overrides-uax-behavior-013_html | self-fail | 2.47% | 3.31% |
| css_css-text_line-break_line-break-anywhere-overrides-uax-behavior-014_html | self-fail | 2.09% | 2.90% |
| css_css-text_line-break_line-break-anywhere-overrides-uax-behavior-015_html | self-fail | 2.47% | 3.31% |
| css_css-text_line-break_line-break-anywhere-overrides-uax-behavior-016_html | self-fail | 2.09% | 2.90% |
| css_css-text_line-break_line-break-loose-011_xht | self-fail | 0.77% | 10.31% |
| css_css-text_line-break_line-break-loose-012_xht | POLLUTED | 0.28% | 4.93% |
| css_css-text_line-break_line-break-loose-013_xht | POLLUTED | 0.28% | 5.00% |
| css_css-text_line-break_line-break-loose-014_xht | self-fail | 0.89% | 12.04% |
| css_css-text_line-break_line-break-loose-015_xht | self-fail | 3.96% | 6.55% |
| css_css-text_line-break_line-break-loose-016a_xht | self-fail | 0.56% | 8.23% |
| css_css-text_line-break_line-break-loose-016b_xht | self-fail | 0.90% | 11.41% |
| css_css-text_line-break_line-break-loose-017a_xht | self-fail | 0.59% | 7.97% |
| css_css-text_line-break_line-break-loose-017b_xht | POLLUTED | 0.47% | 6.76% |
| css_css-text_line-break_line-break-loose-018_xht | self-fail | 0.65% | 9.71% |
| css_css-text_line-break_line-break-loose-hyphens-001_html | POLLUTED | 0.10% | 2.22% |
| css_css-text_line-break_line-break-loose-hyphens-002_html | POLLUTED | 0.05% | 1.97% |
| css_css-text_line-break_line-break-loose-hyphens-003_html | POLLUTED | 0.00% | 1.86% |
| css_css-text_line-break_line-break-normal-011_xht | self-fail | 0.77% | 10.31% |
| css_css-text_line-break_line-break-normal-012_xht | POLLUTED | 0.28% | 4.93% |
| css_css-text_line-break_line-break-normal-013_xht | POLLUTED | 0.28% | 5.00% |
| css_css-text_line-break_line-break-normal-014_xht | self-fail | 1.08% | 12.13% |
| css_css-text_line-break_line-break-normal-015a_xht | POLLUTED | 0.00% | 5.17% |
| css_css-text_line-break_line-break-normal-015b_xht | POLLUTED | 0.34% | 5.08% |
| css_css-text_line-break_line-break-normal-016a_xht | self-fail | 0.70% | 8.29% |
| css_css-text_line-break_line-break-normal-016b_xht | self-fail | 1.07% | 11.45% |
| css_css-text_line-break_line-break-normal-017a_xht | self-fail | 0.69% | 7.95% |
| css_css-text_line-break_line-break-normal-017b_xht | self-fail | 0.56% | 6.78% |
| css_css-text_line-break_line-break-normal-018_xht | self-fail | 0.76% | 9.85% |
| css_css-text_line-break_line-break-normal-hyphens-001_html | POLLUTED | 0.10% | 2.23% |
| css_css-text_line-break_line-break-normal-hyphens-002_html | POLLUTED | 0.03% | 2.03% |
| css_css-text_line-break_line-break-normal-hyphens-003_html | POLLUTED | 0.00% | 1.86% |
| css_css-text_line-break_line-break-shaping-001_html | POLLUTED | 0.17% | 3.52% |
| css_css-text_line-break_line-break-strict-011_xht | self-fail | 0.94% | 10.40% |
| css_css-text_line-break_line-break-strict-012_xht | POLLUTED | 0.35% | 4.93% |
| css_css-text_line-break_line-break-strict-013_xht | POLLUTED | 0.35% | 5.01% |
| css_css-text_line-break_line-break-strict-014_xht | self-fail | 1.08% | 12.13% |
| css_css-text_line-break_line-break-strict-015a_xht | POLLUTED | 0.00% | 5.17% |
| css_css-text_line-break_line-break-strict-015b_xht | POLLUTED | 0.34% | 5.08% |
| css_css-text_line-break_line-break-strict-016a_xht | self-fail | 0.70% | 8.29% |
| css_css-text_line-break_line-break-strict-016b_xht | self-fail | 1.07% | 11.45% |
| css_css-text_line-break_line-break-strict-017a_xht | self-fail | 0.69% | 7.95% |
| css_css-text_line-break_line-break-strict-017b_xht | self-fail | 0.56% | 6.78% |
| css_css-text_line-break_line-break-strict-018_xht | self-fail | 0.76% | 9.85% |
| css_css-text_line-break_line-break-strict-hyphens-001_html | POLLUTED | 0.10% | 2.23% |
| css_css-text_line-break_line-break-strict-hyphens-002_html | POLLUTED | 0.03% | 2.03% |
| css_css-text_line-break_line-break-strict-hyphens-003_html | POLLUTED | 0.00% | 1.86% |
| css_css-text_line-breaking_line-breaking-001_html | self-pass | 0.25% | 0.90% |
| css_css-text_line-breaking_line-breaking-002_html | self-pass | 0.08% | 0.74% |
| css_css-text_line-breaking_line-breaking-003_html | self-pass | 0.08% | 0.74% |
| css_css-text_line-breaking_line-breaking-004_html | self-pass | 0.08% | 0.74% |
| css_css-text_line-breaking_line-breaking-005_html | self-pass | 0.08% | 0.74% |
| css_css-text_line-breaking_line-breaking-006_html | self-pass | 0.08% | 0.74% |
| css_css-text_line-breaking_line-breaking-007_html | self-pass | 0.08% | 0.74% |
| css_css-text_line-breaking_line-breaking-008_html | self-pass | 0.08% | 0.74% |
| css_css-text_line-breaking_line-breaking-009_html | self-pass | 0.08% | 0.74% |
| css_css-text_line-breaking_line-breaking-010_html | self-pass | 0.08% | 0.74% |
| css_css-text_line-breaking_line-breaking-011_html | self-pass | 0.08% | 0.74% |
| css_css-text_line-breaking_line-breaking-012_html | self-pass | 0.00% | 0.66% |
| css_css-text_line-breaking_line-breaking-013_html | POLLUTED | 0.03% | 1.90% |
| css_css-text_line-breaking_line-breaking-014_html | POLLUTED | 0.03% | 1.90% |
| css_css-text_line-breaking_line-breaking-015_html | self-pass | 0.00% | 0.87% |
| css_css-text_line-breaking_line-breaking-016_html | POLLUTED | 0.17% | 1.12% |
| css_css-text_line-breaking_line-breaking-017_html | self-pass | 0.12% | 1.00% |
| css_css-text_line-breaking_line-breaking-018_html | self-fail | 5.59% | 9.32% |
| css_css-text_line-breaking_line-breaking-019_html | self-fail | 6.94% | 9.92% |
| css_css-text_line-breaking_line-breaking-021_html | POLLUTED | 0.18% | 1.05% |
| css_css-text_line-breaking_line-breaking-022_html | self-fail | 1.30% | 0.55% |
| css_css-text_line-breaking_line-breaking-023_html | POLLUTED | 0.02% | 11.12% |
| css_css-text_line-breaking_line-breaking-024_html | POLLUTED | 0.00% | 3.80% |
| css_css-text_line-breaking_line-breaking-025_html | POLLUTED | 0.00% | 6.72% |
| css_css-text_line-breaking_line-breaking-026_html | POLLUTED | 0.00% | 4.44% |
| css_css-text_line-breaking_line-breaking-027_html | POLLUTED | 0.00% | 5.96% |
| css_css-text_line-breaking_line-breaking-030_html | self-fail | 0.75% | 0.85% |
| css_css-text_line-breaking_line-breaking-031_html | self-fail | 0.80% | 1.50% |
| css_css-text_line-breaking_line-breaking-032_html | self-fail | 0.80% | 1.59% |
| css_css-text_line-breaking_line-breaking-atomic-001_html | self-pass | 0.00% | 0.83% |
| css_css-text_line-breaking_line-breaking-atomic-002_html | self-fail | 1.21% | 2.03% |
| css_css-text_line-breaking_line-breaking-atomic-003_html | self-fail | 2.08% | 0.85% |
| css_css-text_line-breaking_line-breaking-atomic-004_html | self-fail | 2.08% | 0.85% |
| css_css-text_line-breaking_line-breaking-atomic-005_html | self-fail | 2.08% | 0.85% |
| css_css-text_line-breaking_line-breaking-atomic-006_html | self-fail | 2.08% | 0.85% |
| css_css-text_line-breaking_line-breaking-atomic-007_html | self-pass | 0.00% | 0.76% |
| css_css-text_line-breaking_line-breaking-atomic-008_html | self-pass | 0.00% | 0.76% |
| css_css-text_line-breaking_line-breaking-atomic-009_html | POLLUTED | 0.00% | 1.15% |
| css_css-text_line-breaking_line-breaking-atomic-010_html | self-fail | 2.08% | 0.85% |
| css_css-text_line-breaking_line-breaking-atomic-011_html | self-fail | 4.17% | 2.93% |
| css_css-text_line-breaking_line-breaking-atomic-012_html | self-fail | 2.08% | 0.85% |
| css_css-text_line-breaking_line-breaking-atomic-013_html | self-fail | 4.17% | 2.93% |
| css_css-text_line-breaking_line-breaking-atomic-014_html | self-fail | 2.08% | 0.85% |
| css_css-text_line-breaking_line-breaking-atomic-015_html | self-fail | 2.08% | 0.85% |
| css_css-text_line-breaking_line-breaking-atomic-016_html | self-fail | 2.08% | 0.85% |
| css_css-text_line-breaking_line-breaking-atomic-017_html | self-fail | 2.08% | 0.85% |
| css_css-text_line-breaking_line-breaking-atomic-018_html | self-fail | 2.08% | 0.85% |
| css_css-text_line-breaking_line-breaking-atomic-019_html | self-fail | 2.08% | 0.85% |
| css_css-text_line-breaking_line-breaking-atomic-020_html | self-fail | 4.17% | 2.93% |
| css_css-text_line-breaking_line-breaking-atomic-021_html | self-fail | 2.08% | 0.85% |
| css_css-text_line-breaking_line-breaking-atomic-022_html | self-fail | 4.17% | 2.93% |
| css_css-text_line-breaking_line-breaking-atomic-023_html | self-fail | 2.08% | 0.85% |
| css_css-text_line-breaking_line-breaking-atomic-024_html | self-fail | 4.17% | 2.93% |
| css_css-text_line-breaking_line-breaking-atomic-025_html | self-fail | 2.08% | 0.85% |
| css_css-text_line-breaking_line-breaking-atomic-026_html | self-fail | 4.17% | 2.93% |
| css_css-text_line-breaking_line-breaking-atomic-027_html | self-fail | 2.08% | 0.85% |
| css_css-text_line-breaking_line-breaking-ic-001_html | self-pass | 0.09% | 0.74% |
| css_css-text_line-breaking_line-breaking-ic-002_html | self-pass | 0.09% | 0.74% |
| css_css-text_line-breaking_line-breaking-ic-003_html | self-pass | 0.08% | 0.73% |
| css_css-text_line-breaking_line-breaking-replaced-001_html | POLLUTED | 0.00% | 1.45% |
| css_css-text_line-breaking_line-breaking-replaced-002_html | POLLUTED | 0.03% | 2.54% |
| css_css-text_line-breaking_line-breaking-replaced-003_html | POLLUTED | 0.03% | 2.55% |
| css_css-text_line-breaking_line-breaking-replaced-004_html | self-pass | 0.00% | 0.48% |
| css_css-text_line-breaking_line-breaking-replaced-005_html | self-pass | 0.00% | 0.48% |
| css_css-text_line-breaking_line-breaking-replaced-006_html | self-pass | 0.00% | 0.98% |
| css_css-text_line-breaking_segment-break-transformation-currency-001_html | POLLUTED | 0.00% | 2.63% |
| css_css-text_line-breaking_segment-break-transformation-ignorable-1_html | POLLUTED | 0.17% | 2.16% |
| css_css-text_line-breaking_segment-break-transformation-punctuation-001_html | POLLUTED | 0.00% | 3.17% |
| css_css-text_line-breaking_segment-break-transformation-punctuation-002_html | self-pass | 0.00% | 0.71% |
| css_css-text_line-breaking_segment-break-transformation-punctuation-003_html | POLLUTED | 0.00% | 1.34% |
| css_css-text_line-breaking_segment-break-transformation-removable-1_html | POLLUTED | 0.34% | 1.84% |
| css_css-text_line-breaking_segment-break-transformation-removable-2_html | POLLUTED | 0.34% | 1.84% |
| css_css-text_line-breaking_segment-break-transformation-removable-3_html | POLLUTED | 0.34% | 1.84% |
| css_css-text_line-breaking_segment-break-transformation-removable-4_html | POLLUTED | 0.34% | 1.84% |
| css_css-text_line-breaking_segment-break-transformation-rules-001_html | POLLUTED | 0.00% | 1.38% |
| css_css-text_line-breaking_segment-break-transformation-rules-002_html | POLLUTED | 0.00% | 1.22% |
| css_css-text_line-breaking_segment-break-transformation-rules-003_html | POLLUTED | 0.00% | 1.30% |
| css_css-text_line-breaking_segment-break-transformation-rules-004_html | POLLUTED | 0.00% | 1.57% |
| css_css-text_line-breaking_segment-break-transformation-rules-005_html | POLLUTED | 0.00% | 1.24% |
| css_css-text_line-breaking_segment-break-transformation-rules-006_html | POLLUTED | 0.00% | 1.28% |
| css_css-text_line-breaking_segment-break-transformation-rules-007_html | POLLUTED | 0.00% | 1.31% |
| css_css-text_line-breaking_segment-break-transformation-rules-008_html | POLLUTED | 0.00% | 1.22% |
| css_css-text_line-breaking_segment-break-transformation-rules-009_html | POLLUTED | 0.00% | 1.05% |
| css_css-text_line-breaking_segment-break-transformation-rules-010_html | POLLUTED | 0.00% | 1.12% |
| css_css-text_line-breaking_segment-break-transformation-rules-011_html | POLLUTED | 0.00% | 1.40% |
| css_css-text_line-breaking_segment-break-transformation-rules-012_html | POLLUTED | 0.00% | 1.07% |
| css_css-text_line-breaking_segment-break-transformation-rules-013_html | POLLUTED | 0.00% | 1.11% |
| css_css-text_line-breaking_segment-break-transformation-rules-014_html | POLLUTED | 0.00% | 1.14% |
| css_css-text_line-breaking_segment-break-transformation-rules-015_html | POLLUTED | 0.00% | 1.30% |
| css_css-text_line-breaking_segment-break-transformation-rules-016_html | POLLUTED | 0.00% | 1.12% |
| css_css-text_line-breaking_segment-break-transformation-rules-017_html | POLLUTED | 0.00% | 1.20% |
| css_css-text_line-breaking_segment-break-transformation-rules-018_html | POLLUTED | 0.00% | 1.47% |
| css_css-text_line-breaking_segment-break-transformation-rules-019_html | POLLUTED | 0.00% | 1.14% |
| css_css-text_line-breaking_segment-break-transformation-rules-020_html | POLLUTED | 0.00% | 1.18% |
| css_css-text_line-breaking_segment-break-transformation-rules-021_html | POLLUTED | 0.00% | 1.21% |
| css_css-text_line-breaking_segment-break-transformation-rules-022_html | POLLUTED | 0.00% | 1.57% |
| css_css-text_line-breaking_segment-break-transformation-rules-023_html | POLLUTED | 0.00% | 1.40% |
| css_css-text_line-breaking_segment-break-transformation-rules-024_html | POLLUTED | 0.00% | 1.47% |
| css_css-text_line-breaking_segment-break-transformation-rules-025_html | POLLUTED | 0.00% | 1.73% |
| css_css-text_line-breaking_segment-break-transformation-rules-026_html | POLLUTED | 0.00% | 1.40% |
| css_css-text_line-breaking_segment-break-transformation-rules-027_html | POLLUTED | 0.00% | 1.44% |
| css_css-text_line-breaking_segment-break-transformation-rules-028_html | POLLUTED | 0.00% | 1.46% |
| css_css-text_line-breaking_segment-break-transformation-rules-029_html | POLLUTED | 0.00% | 1.24% |
| css_css-text_line-breaking_segment-break-transformation-rules-030_html | POLLUTED | 0.00% | 1.07% |
| css_css-text_line-breaking_segment-break-transformation-rules-031_html | POLLUTED | 0.00% | 1.14% |
| css_css-text_line-breaking_segment-break-transformation-rules-032_html | POLLUTED | 0.00% | 1.40% |
| css_css-text_line-breaking_segment-break-transformation-rules-033_html | POLLUTED | 0.00% | 1.07% |
| css_css-text_line-breaking_segment-break-transformation-rules-034_html | POLLUTED | 0.00% | 1.10% |
| css_css-text_line-breaking_segment-break-transformation-rules-035_html | POLLUTED | 0.00% | 1.12% |
| css_css-text_line-breaking_segment-break-transformation-rules-036_html | POLLUTED | 0.00% | 1.28% |
| css_css-text_line-breaking_segment-break-transformation-rules-037_html | POLLUTED | 0.00% | 1.11% |
| css_css-text_line-breaking_segment-break-transformation-rules-038_html | POLLUTED | 0.00% | 1.18% |
| css_css-text_line-breaking_segment-break-transformation-rules-039_html | POLLUTED | 0.00% | 1.44% |
| css_css-text_line-breaking_segment-break-transformation-rules-040_html | POLLUTED | 0.00% | 1.11% |
| css_css-text_line-breaking_segment-break-transformation-rules-041_html | POLLUTED | 0.00% | 1.14% |
| css_css-text_line-breaking_segment-break-transformation-rules-042_html | POLLUTED | 0.00% | 1.16% |
| css_css-text_line-breaking_segment-break-transformation-rules-043_html | POLLUTED | 0.00% | 1.30% |
| css_css-text_line-breaking_segment-break-transformation-rules-044_html | POLLUTED | 0.00% | 1.14% |
| css_css-text_line-breaking_segment-break-transformation-rules-045_html | POLLUTED | 0.00% | 1.21% |
| css_css-text_line-breaking_segment-break-transformation-rules-046_html | POLLUTED | 0.00% | 1.47% |
| css_css-text_line-breaking_segment-break-transformation-rules-047_html | POLLUTED | 0.00% | 1.13% |
| css_css-text_line-breaking_segment-break-transformation-rules-048_html | POLLUTED | 0.00% | 1.17% |
| css_css-text_line-breaking_segment-break-transformation-rules-049_html | POLLUTED | 0.00% | 1.19% |
| css_css-text_line-breaking_segment-break-transformation-unremovable-1_html | POLLUTED | 0.00% | 1.28% |
| css_css-text_line-breaking_segment-break-transformation-unremovable-2_html | POLLUTED | 0.00% | 1.28% |
| css_css-text_line-breaking_segment-break-transformation-unremovable-3_html | POLLUTED | 0.00% | 1.28% |
| css_css-text_line-breaking_segment-break-transformation-unremovable-4_html | POLLUTED | 0.00% | 1.28% |
| css_css-text_overflow-wrap_overflow-wrap-001_html | POLLUTED | 0.33% | 1.19% |
| css_css-text_overflow-wrap_overflow-wrap-002_html | self-fail | 6.01% | 8.40% |
| css_css-text_overflow-wrap_overflow-wrap-004_html | POLLUTED | 0.00% | 1.21% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-001_html | self-fail | 2.11% | 2.91% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-002_html | self-pass | 0.04% | 0.85% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-003_html | self-pass | 0.07% | 0.94% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-004_html | self-fail | 1.03% | 1.92% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-005_html | self-fail | 1.46% | 2.34% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-006_html | self-fail | 0.95% | 1.83% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-007_html | POLLUTED | 0.33% | 1.19% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-008_html | self-fail | 6.01% | 8.40% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-009_html | self-fail | 0.81% | 1.83% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-010_html | self-fail | 1.74% | 2.57% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-011_html | POLLUTED | 0.00% | 2.95% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-fit-content-001_html | self-pass | 0.00% | 0.51% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-inline-001_html | self-fail | 1.28% | 2.16% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-inline-002_tentative_html | self-fail | 2.09% | 2.92% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-inline-003_tentative_html | self-fail | 1.97% | 3.29% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-inline-004_tentative_html | self-fail | 0.79% | 1.68% |
| css_css-text_overflow-wrap_overflow-wrap-anywhere-span-001_html | self-pass | 0.06% | 0.08% |
| css_css-text_overflow-wrap_overflow-wrap-break-word-001_html | self-fail | 2.11% | 2.91% |
| css_css-text_overflow-wrap_overflow-wrap-break-word-002_html | self-pass | 0.04% | 0.85% |
| css_css-text_overflow-wrap_overflow-wrap-break-word-003_html | self-pass | 0.07% | 0.94% |
| css_css-text_overflow-wrap_overflow-wrap-break-word-004_html | self-fail | 1.03% | 1.92% |
| css_css-text_overflow-wrap_overflow-wrap-break-word-005_html | self-fail | 1.46% | 2.34% |
